is_blue,is_local,is_core,arpu,brand,gender,age,id_area,avg_time,avg_distance,avg_speed,n_obs,manhua_ltime,manhua_lflux,jinrongye_ltime,jinrongye_lflux,zhuti_zhuomian_ltime,zhuti_zhuomian_lflux,wuliu_kuaidi_ltime,wuliu_kuaidi_lflux,yule_zixun_ltime,yule_zixun_lflux,dongzuo_youxi_ltime,dongzuo_youxi_lflux,qiche_xinxi_ltime,qiche_xinxi_lflux,caijing_zixun_ltime,caijing_zixun_lflux,waiyu_ltime,waiyu_lflux,junshi_zixun_ltime,junshi_zixun_lflux,lvyou_chuxing_ltime,lvyou_chuxing_lflux,bangong_wenjiao_ltime,bangong_wenjiao_lflux,shouji_shuma_ltime,shouji_shuma_lflux,shequ_luntan_ltime,shequ_luntan_lflux,hunlian_jiaoyou_ltime,hunlian_jiaoyou_lflux,gongju_ruanjian_ltime,gongju_ruanjian_lflux,tuangou_dazhe_ltime,tuangou_dazhe_lflux,waimai_songcan_ltime,waimai_songcan_lflux,dache_ruanjian_ltime,dache_ruanjian_lflux,cidian_fanyi_ltime,cidian_fanyi_lflux,shejiao_wangluo_ltime,shejiao_wangluo_lflux,anquan_shadu_ltime,anquan_shadu_lflux,dianying_ltime,dianying_lflux,shouji_yuedu_ltime,shouji_yuedu_lflux,liulanqi_ltime,liulanqi_lflux,keji_zixun_ltime,keji_zixun_lflux,fuzhuang_fangzhi_ltime,fuzhuang_fangzhi_lflux,shijian_tianqi_ltime,shijian_tianqi_lflux,dianzi_zhifu_ltime,dianzi_zhifu_lflux,yiliao_jiankang_ltime,yiliao_jiankang_lflux,weizhang_chaxun_ltime,weizhang_chaxun_lflux,shouji_shipin_ltime,shouji_shipin_lflux
1,Y,Y,19,维沃,02,08,511322,597.200000000000045,2619.19999999999982,25.8000000000000007,5,,,,,,,,,,,,,36887,153646,,,,,,,,,,,,,,,,,79584426,69516458,3175,2697,2000,15981,,,,,586523,2396160,,,,,168224171,6677439,15111,38630,,,,,,,227256,2660626,125038,53384,,,14046769,312452087
1,Y,Y,0,华为,01,06,520202,753.418999999999983,1334.22600000000011,61.9680000000000035,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143,1748,,,,,,,,,,,,,,,,,,,,,1,3960
1,Y,Y,46.2000000000000028,苹果,01,10,352622,1308.30400000000009,6769.71699999999964,665.739000000000033,46,,,,,,,207239,6832012,,,102000,6128,31240,6801571,,,,,,,93,1044,,,1000,91843,,,50,770,15141,6755,76238,61599,34071,185847,578,871,,,1137935,5455771,22000,65332,17,247,184593044,74542496,8719,78975,6378,72907,,,,,3180,20755,31000,4654595,,,131925541,5044715335
1,Y,Y,38.75,维沃,02,12,412723,1598.55600000000004,2706.38900000000012,1484.33300000000008,18,,,,,,,,,,,,,1287,2495,,,,,,,1290773,2870774,,,355342,617749,,,29,497,107,7885,882474,11452953,5098604,122805162,584586,6311066,,,3717992,22126989,75770,47541,,,16472123,33511705,287196,925181,24000,2065,,,14000,2572940,16039572,99500058,333092,37793,,,84529840,12026188143
1,Y,Y,49,华为,02,05,350525,2264.971,15919.5709999999999,24.8569999999999993,35,,,,,,,989856,799606,,,,,919478,9043718,276509,295337,,,,,17779309,496531270,,,853366,16502598,,,72990,17523,4909248,183424518,57610812,2750625212,7267484,71329133,5539109,99315803,159645,190853,14375838,287151968,446570,4457667,,,9631868,46874375,5203858,19459312,3082,1648746,,,,,36407645,287304670,1191353,3188227,882,7840,75730296,2812989902
1,Y,Y,29,小米,01,06,410323,340.516999999999996,1304.91000000000008,132.506,89,,,,,,,162297,784369,,,,,201448,71031,9001,66345,,,,,20093404,228859394,,,128850189,90452264,,,152,928,781128,185771476,49553223,1285154161,1159581,5574047,4127339,57223622,65357,145671,63234324,248334705,49009,38292,56,423,4265924,2835452,133555,551091,1,311,,,0,92,9463346,127942691,17718237,505285946,147,80,51577608,1750704610
1,Y,Y,39.4399999999999977,苹果,02,07,522631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1956,,,,,,,,,,,,,384,1851,,,,,,,,,,,,,,,1,1940
1,Y,Y,79.0999999999999943,欧珀,01,10,350403,1412.83799999999997,10712,70.4369999999999976,142,,,,,,,687856,15544449,,,,,109,1242,73410,1499771,,,,,3147725,11364994,,,1988,1927,,,91,531,25289,943054,3454735,71280203,80549,310953,504196,17416001,,,26603607,91885581,7173,592197,,,60978,3106597,274955,883058,,,,,,,3920657,50396253,552,3127,2123,55375,9739465,380016438
1,N,Y,75.0999999999999943,红米,01,10,513029,1973.27299999999991,22911.1820000000007,48.7269999999999968,11,,,,,,,,,,,,,1734,19875,,,,,,,3029403,121716112,,,42002312,74706269,,,303,7629,123254,105477,266284,232686,1679063,40665903,2242381,18853239,123631,410950,23238157,36301775,234279,308215,42,160,6338974,12986169,3829632,2293242,174,5135,,,,,4236249,46142169,128,660,24396,63388,271196904,4798533723
1,Y,Y,24.3999999999999986,苹果,01,09,350205,1053.5,3750.19200000000001,82.4230000000000018,26,,,,,,,,,,,,,,,,,,,,,46441,4674659,,,182000,828443,,,,,6308,344491,14921,5979426,,,,,,,143943,842232,,,,,19000,2729,4695,64242,,,,,,,127,1225,88,216,,,3396665,1501435351
1,Y,Y,40.7999999999999972,华为,02,12,410103,967.197999999999979,8329.2450000000008,158.245000000000005,106,,,,,,,1012,4080,,,,,204958,416236,,,,,,,4845867,19276899,,,,,,,9111176,1667104,1047526,2985336,8244417,407249893,3719376,69560076,3851711,67927711,,,21603667,682485415,6663,78658,,,4255136,25366276,2851023,10688809,82,561,,,,,34520116,373274059,139,1214,,,55686137,4956818852
1,Y,Y,129.370000000000005,苹果,01,06,350821,1486.22399999999993,12811.1119999999992,72.3880000000000052,98,,,,,,,1025170,56256648,,,,,11274762,580675780,3395,13084,,,,,7285656,60921063,,,6883,426055,,,52000,6334,159047,1264906,9776466,691234088,337731,16361883,12340277,143588919,1000,37207,14596307,130111352,140457,162041,23,187,50329929,68799259,1381655,55844236,,,,,3,464,6388431,153380337,155297,1026941,362904,5884633,274991771,24287837518
1,Y,Y,183.400000000000006,华为,01,06,522732,1446.76800000000003,1940.59400000000005,118.884,155,,,,,,,159235,16450,,,215000,258392,369889,552478,629,2310,,,,,19204769,39033666,,,4464391,2068524,,,26581,3572827,555953,1567523,951054487,966856654,1694232018,1234518388,1303311,3362197,,,19181286,58829260,108339,811087,,,86395906,71631131,3281981,4996098,41479,16635,,,152,1742,18259791,109596049,1299277,1586336,132796,434509,737013831,29598798731
1,Y,N,22,苹果,01,07,429006,46,650.875,1078.875,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18812,19313,,,,,,,,,,,,,,,,,,,,,332000,3204070
1,Y,Y,37.7000000000000028,苹果,02,05,522123,578.139999999999986,1992.12300000000005,195.332999999999998,57,,,,,,,45298,322921,,,3678,501,581007,3057715,,,,,,,7382561,19856516,,,1223438,1826159,,,542201,8412,14674162,789243,5378461,35125391,2310938,7182921,5636498,45230898,30801,1234,53926365,414884682,2,606,72,744,172250933,222666415,4019753,189773771,5,1374,,,124003,24894,6370155,76424003,532303,5550655,134,648,727551007,53237203918
1,Y,Y,39,华为,01,10,352101,1228.5139999999999,7637.46299999999974,561.231999999999971,177,,,,,,,76723,2450494,,,,,1709383,308250617,,,,,,,3243322,16645041,,,6553,12388,,,1237309,1037823,1977750,159095190,99869994,193020138,16851701,6030200,4569760,96069100,,,11770541,39342584,1438332,12690644,108,914,198383822,651602154,37296770,302725607,,,,,2279730,61566199,4639197,28465065,1651632,10179430,,,788789196,29451057141
1,Y,Y,149,三星,01,11,421125,254.920999999999992,3306.69700000000012,1436.31500000000005,89,,,,,,,,,,,,,67154,25108,,,,,,,11078,128027,,,83336,122601,,,31493,754,6515193,20573789,422515,3893953,1096496,656962,459067,1816833,2,195,2095101,3094561,5956126,1009734,,,226185874,448612715,25000805,33902399,1332622,34014164,,,4871407,21837943,2189190,51447659,120822,76365,26492,576581,168473652,15598795542
1,Y,Y,80,苹果,01,05,350524,1595.23900000000003,7457.37299999999959,360.194000000000017,134,,,,,,,7000,312,,,,,1161788,22374700,,,,,212000,374167,7084980,76026146,,,177196,498916,,,,,587070,32695801,1127149,41705826,2426447,49650841,3361304,53460854,,,20982514,596978269,52592,26465,,,8744077,65636053,306455,1832084,3000,1735,1350,26688,0,64,2427812,10982132,981688,38992324,,,61262699,4875681733
1,Y,Y,10,苹果,01,06,362528,216.462999999999994,1370.67800000000011,406.124000000000024,121,,,,,,,,,,,,,,,,,,,,,,,,,667,1308,,,,,,,,,178503,57928,,,,,205498,277354,,,,,,,8044,64925,,,,,,,152054,503595,,,,,1076771,441371224
1,Y,Y,0,欧珀,01,09,362102,3204.26299999999992,7605.04399999999987,17.9690000000000012,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,801,10206,,,,,,,,,,,,,,,,,,,,,1377,8944
1,Y,Y,69.5,苹果,01,06,360732,628,3326.5,20.5,2,,,,,,,,,,,,,289555,8135732,3000,815281,,,,,1271591,5514369,,,448333,1596213,,,4046,49495,369365,860431,1412480,88939335,582682,13962088,59724,31977,187491,784734,5573723,67436932,109305,204954,,,20548659,29480088,96155,61730,119,516,,,,,1543121,15609175,37280,3352,,,137642694,17878715643
1,Y,Y,87,小米,01,07,350321,623.706999999999994,3733.19799999999987,460.983000000000004,116,,,,,,,174225,7665043,,,,,44038031,2215691007,6000,994,,,,,4530723,19378842,,,176735512,262250884,,,100,304,818896,24734682,5547127,153095195,4327246,87398950,1247630,40913746,407956,7663764,125468106,119668217,33288,80595,,,50493314,120593361,510072,3232233,,,,,,,7125164,134455760,1186443,8522597,,,169438882,11741425578
1,N,Y,40,华为,02,11,350621,1086.59999999999991,10180.7999999999993,513,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,806,,,,,1551764,379159,1000,5263,,,,,,,,,63,497,,,12323339,881626965
1,Y,Y,33,美图,02,10,452330,2824.45800000000008,8719.75,61.8329999999999984,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Y,Y,49.1000000000000014,魅族,01,05,350681,297.206000000000017,2884.88200000000006,760.5,34,,,,,,,,,,,,,286,23093,,,,,,,38166,1083457,,,122038,33543,,,,,4770,24614,811823,173720,143167,836770,16160,4070690,,,795807,1237871,6403,64270,,,167425,297588,19463,131574,,,,,,,7069307,13712490,,,,,9393273,132134543
1,Y,Y,52.4799999999999969,苹果,02,07,522422,1481.98700000000008,5644.03799999999956,60.3290000000000006,79,,,,,,,45577,192859,,,,,13816497,39904064,,,,,,,7158378,32854429,,,869082,23170219,,,156422,10260568,356638,1224427,10802542,328597757,3110482,2739706,3381301,75926033,30917,212889,2820866,7409649,159222,90151,,,22407881,46162431,109946,623296,723643,26554836,,,347372,8208445,1816286,23717100,298942,4380788,2293,8591,178928729,13925602517
1,Y,Y,51,红米,02,09,362131,727.725000000000023,6992.84100000000035,198.14500000000001,69,,,,,,,4102169,7856486,,,,,2594808,9053743,7000,304,,,,,1773563,6933050,,,223721984,105752849,,,2883187,15224198,3662199,3962639,5511157,57711629,19937,28631,180367,2373977,,,45838563,69328143,170402,65626,,,62762265,94274210,3848,372216,136785,3475265,,,,,350251,451132,3617,4977,,,379920804,14757090114
1,Y,Y,8,苹果,01,08,350205,1030.59999999999991,8609.20000000000073,38.7000000000000028,10,,,,,,,,,,,,,,,,,,,,,2074,4539,,,345,854,,,,,,,6,862,,,147,276,,,3760,195747,1544,923,,,244,592,,,,,,,,,,,,,,,1339062,160286986
1,Y,Y,59.8999999999999986,小米,01,05,350681,783.972999999999956,4677.3779999999997,37.5230000000000032,111,,,,,,,648581,86574,,,,,235,1536,,,,,,,10200544,44210155,,,66583934,221198388,,,361,9371,771806,5097071,8300848,503142575,979994,4079734,18062609,133794897,,,79054016,599243296,105883,32816,,,2330858,223906420,561379,1684205,10168,429090,,,,,9545138,56051567,7821,50549,,,44941977,897427096
1,Y,Y,137.300000000000011,维沃,01,10,412722,5559.1279999999997,11496.5849999999991,20.6909999999999989,94,,,,,,,827422,311446,,,7795,287563,264377,854577,345,976,,,,,120454900,403458123,,,2361171,1756135,,,19071,51329,736020,39431216,3035263,5372365,747313,604758,56863750,621037529,40,240,4212371,29510285,6616,11323,,,28556361,29431003,191169,471080,7402,2406834,,,495,12594,3069851,10535716,4558,39578,3,600,365993485,14961866496
1,Y,Y,6,XIAOTIANCAI,01,08,430623,180.788000000000011,2184.48500000000013,214.030000000000001,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210,2419,,,,,,,,,4292,58776,,,,,,
1,N,Y,59.2999999999999972,苹果,02,07,350583,442.983000000000004,4657.96600000000035,159.253999999999991,59,,,,,,,89001,1683530,,,,,342868,585913,4215,4517,,,,,20666469,1094755377,,,70627,630451,,,49178,1377520,920204,2781112,13769897,273806982,7808248,210514326,6204221,115425332,,,7036190,376338777,15145,48995,,,5206693,8201904,176987,643648,,,,,20001,52284,13818649,162963909,3863150,17734670,17696,396,45406502,2012047517
1,Y,Y,49.2999999999999972,苹果,01,07,360734,548.655999999999949,2530.26899999999978,185.24199999999999,186,,,,,,,38994,850687,,,,,28004,2611,,,,,,,927593,919162,,,3992,2437627,,,466821,20744471,1601,8077,6603586,397015312,6120,820796,2106247,6819955,,,59611778,706576273,,,54,360,4036739,1835276,5882,45823,599,3093,,,,,4443415,95075599,105,552,,,110560452,15790849212
1,N,Y,199.349999999999994,欧珀,01,10,352102,1530.97700000000009,2145.53200000000015,79.2109999999999985,171,,,,,,,,,,,,,,,,,,,,,1328,13443,,,,,,,,,,,90520,112864,5163271,7444016,,,,,172226,90928,,,,,76,682,,,,,,,,,60089,511062,,,,,1436754,1637861
1,Y,Y,172.099999999999994,苹果,01,05,350821,1224.06400000000008,3968.22699999999986,133.087999999999994,251,,,,,,,123190,63835,,,,,5487466,238627811,26002,1139696,,,,,15977621,168386677,,,1542695,2976506,,,1830472,12711371,5352639,77195306,41509170,1361116917,1065945946,830588960,1503774,24047858,,,35557657,1747761677,140868,4986880,,,157044729,147089595,2348328,117480541,30449,29672,,,10045,12642,25339985,329101539,848644,33266503,24917,148427,879614585,46424862402
1,Y,Y,65,维沃,01,07,522226,2689.57700000000023,8078.59599999999955,142.019000000000005,52,,,,,,,918,208,,,,,234433,515317,62648,17147,,,,,410518,2044333,,,1073822,5327177,,,317416,78068,295432,6549701,3805012,6280241,34255,764215,223483,2492960,,,18341241,653572457,213402,206224,,,23051635,22339682,3387929,3637819,34025,8842,,,99262,6007,2997148,23154165,12100,1091,663011,4606970,177554758,10009435261
1,Y,Y,67.0999999999999943,苹果,01,05,350521,335.057999999999993,2528.31100000000015,40.9709999999999965,103,,,,,,,752993,6025501,,,9,2184,381,7910,,,,,,,54183339,22066509,,,859005,298190,,,,,795428,50644916,12968626,333930888,2473521,36203857,3195111,50635647,,,3750071,32507289,192,2342,,,17270753,62857346,59456,4503250,321,10180,,,46,721,3164063,40562374,12590,12417,65340,64506,144039771,12845565330
1,Y,Y,8,苹果,01,06,500242,278,2864,37,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,252,,,,,2,241,,,,,,,,,,,,,,,58609,342271
1,Y,Y,40.8999999999999986,欧珀,02,06,360731,940.322000000000003,4226.97800000000007,122.343999999999994,90,,,,,,,2931862,5559461,,,,,870981,4453338,1077,23682,,,,,1914919,10354921,,,414804,175154,,,433303,740972,478348,955366,71971239,2990056953,3870599,32161986,3650898,23092246,,,97311903,253769176,667928,485303,,,59428148,162355333,6945483,11173724,489,1173,,,2,200,54178683,292324342,1243543,5388310,,,506810053,41752638054
1,Y,Y,47,维沃,01,11,352623,1028.55500000000006,2562.40000000000009,189.12700000000001,110,,,,,,,,,,,,,45,560,927,1158,,,,,,,,,211886,1111767,,,,,763,23145,760687,11444843,90000,1412,83633,66119,,,134684,1960240,203,14680,,,275794,458918,88826,429684,,,,,,,74574,180595,15000,188619,,,5712524,93877922
1,Y,Y,55.4500000000000028,IQOO,01,06,412723,1479.375,5528.78099999999995,302.065999999999974,256,,,85,304,,,312851,48790,,,,,576333,24444288,4,394,,,,,2389222,65700314,,,51247,89220,,,151810,38348,157120,1008232,2734254,116325635,4235780,1417232,243583,314260,,,13747249,559710912,19116,248447,,,210405023,443641342,8161276,34638478,12762987,381201920,,,119000,571,7425910,349988103,47085,3026842,114790,3636585,332092867,22741855653
1,Y,Y,0,小米,01,04,433130,196.667000000000002,1964.66699999999992,185.332999999999998,3,,,,,,,,,,,,,6,888,,,,,,,1,991,,,,,,,,,2,247,43,959,,,0,60,,,240224,7242684,44981,90302,,,26071,6995,97228,80091,,,,,,,,,,,,,1133466,2253418
1,Y,Y,41.8999999999999986,欧珀,02,06,350681,686.125,307,297.25,16,,,,,,,120379,7256,,,3044,1866,2357,9530,,,,,,,326000,3662915,,,149124,991877,,,1705,3528,12056,1788,7772328,133213157,1149876,653281,484193,169144,,,4304220,21891354,150182,10363,,,2539902,799850,21364,347964,35441,4909,,,,,648897,4868409,,,,,31562439,1071996360
1,Y,Y,63,华为,02,06,610502,743.538000000000011,4401.1279999999997,199.076999999999998,39,,,,,,,1064000,40054482,,,,,1128,9009,140750,3911775,,,,,1648375,9563065,,,29902,6029,,,6282704,169578,206965,685675,52188874,1130070169,782865,4971344,540355,439083,,,10655989,419802881,47108,617712,,,9942712,19875801,2017490,7808035,7000,1176,,,,,6446412,119043415,293862,64162,1940,662,79606476,2750362243
1,Y,Y,80.7600000000000051,维沃,02,05,522701,5166.60000000000036,1640.59999999999991,2616.59999999999991,5,,,,,,,18006,1528,,,55,243,1594087,2039734,52,451,,,,,128979,54420,,,6327,1965,,,12576087,280493,264172,1212501,1128634,34962508,843051,3009209,129605,26844,,,39542891,1333914960,7804,54601,,,20539410,273187414,104478,572312,1313,3024,,,17,658,1478346,21782522,545,9412,,,71491738,3300267174
1,Y,Y,24.3000000000000007,苹果,01,07,350723,1132.52299999999991,10847.6309999999994,160.138000000000005,65,,,,,,,43750,1114305,,,,,93000,9659577,0,174,,,,,3075,75381,,,1776,163059,,,,,14000,495772,3713637,178947638,817931,28658603,8000,90080,,,1358346,29648676,6138,22276,,,2272,6660,2316145,15243675,,,,,,,868222,27930787,86,756,15813,68529,5113525,474376572
1,Y,Y,103.920000000000002,苹果,02,05,350525,478.5,2230.10699999999997,290,56,,,,,,,20192,92548,,,,,6733,10890681,,,,,50,156,1746166,18913245,,,167054,2143671,,,86157,39057,172718844,262018107,21155041,843141343,12636650,355538743,16177777,287060109,,,167021480,2252526528,27246,29534,,,31078018,178440605,132899066,76029599,1,449,,,75,1047,54398737,624370368,589405,13273369,,,213123257,33610804062
1,Y,Y,52,苹果,02,05,350600,882.437000000000012,11757.1830000000009,88.5630000000000024,71,,,,,,,976740,42955129,,,,,564354,30630785,,,,,,,39669155,680432864,,,365858,26417243,,,6946,231,380187,3829009,57430196,960462017,16795137,50968251,9385327,116645134,94658,92178,4813633,195824380,48974,30855,,,16140385,33374947,119159,608059,1,290,,,797,21054,3979639,111633634,813923,108247044,9000,94665,115048674,8365145347
1,Y,Y,71,红米,01,08,362523,5162.57099999999991,70996.5709999999963,436.142999999999972,7,,,,,,,,,,,,,0,699,211000,1516538,,,,,3000,120,,,142262196,104944508,,,,,37650,29219117,560091,5468364,116077,3586343,132221,24373,,,61258093,18777962,215311,73998,,,1518686,6036396,53940,476468,,,,,1,158,3930910,390737924,,,,,74126922,403635733
1,Y,Y,41.8999999999999986,荣耀,01,10,360428,713.200000000000045,4980.5,56,60,,,,,,,,,,,,,40560,6951,,,,,,,,,,,,,,,,,0,84,40000,5274,,,,,,,105114,69099,15912,100389,,,84611,333742,528506,335213,179,4781,,,,,,,,,,,2304181,251306572
1,Y,Y,116.5,苹果,01,06,522401,1345.56799999999998,8826.90500000000065,83.0739999999999981,148,,,,,,,475434,15375534,,,,,2956043,37853113,158429,137334,,,,,2059709,2020503,,,99115,6776,,,96,1538,149030,12587360,6357761,164846272,1024130,8077074,1407346,19183969,,,8434350,26438917,239316,720648,65587,4953680,16117205,49032196,68575,1459985,16,707,,,545507,18224069,2983226,27921966,22740,137466,,,187598172,10011225091
1,Y,Y,30,苹果,01,07,511304,1580.80500000000006,5142.98899999999958,23.8389999999999986,87,,,,,,,0,48,,,,,17870,125274,,,,,,,55025,343582,,,20389990,123079191,,,,,40245,1044384,863626,89693919,21212,8126,3578,115753,117782,94470,9643536,5820280,4965,17474,,,16887038,6771870,79299,50028,,,,,3875,1837686,420324,831053,,,,,93552955,4615415666
1,Y,Y,69,华为,02,09,352228,1139.5440000000001,7972.04399999999987,69.5109999999999957,90,,,,,,,118,624,,,,,167906,21524418,10988,20619,,,,,16651091,56115937,,,15027,1086,,,,,304,5368,24979875,3252274521,418984,868868,13051416,153336634,,,413032,1848751,6168,74862,,,19210,22481,215591,232064,60087,6516,,,,,1037818,4517857,4000,4312,446859,3006311,5644551,276223769
1,Y,Y,40,IQOO,01,06,412825,2064.47200000000021,7835.52800000000025,341.944000000000017,36,,,,,,,30000,816,,,,,2000,292530,,,,,,,10877612,33162665,,,121400,49959,,,4754,9516,1066,5446,3200391,340012215,165096,1155464,8720328,76443717,,,2043547,24364217,15085,29858,,,470477,9782946,204758,255190,389,68661,,,,,6753208,52507837,176991,29927,82,500,84173353,8074607432
1,Y,Y,6,小米,01,10,362131,1015.03300000000002,11252.2299999999996,31.786999999999999,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277,4352,,,,,,,411,3754,,,,,,,,,,,,,,,,,,,,,94340,24712
1,Y,Y,59,红米,02,07,350823,2348.23100000000022,21910.2309999999998,51.8459999999999965,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1359,168
1,Y,Y,29,苹果,01,05,350302,483.644000000000005,3802.1579999999999,150.762,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12000,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Y,Y,38.1000000000000014,红米,01,08,350402,1375.53199999999993,15263.8070000000007,46.3119999999999976,109,,,,,,,40,4213,,,,,1697,191458,432,1039,,,,,806192,3551968,,,4244146,109299833,192,5962,30000,232,150366,1007265,1693356,23984080,133581,75485,2572640,12067413,,,153130147,611764417,24701,44576,3379,2436,2011879,3091179,1556968,2016930,134702,2261090,,,,,3792300,29383943,190020,18679,593370,15776828,92057097,679910217
